ID,vmt_total,flow_total,voc
58,3180.334778781673,10676.778701,0.669689
59,28913.07444220462,94750.266791,1.522497
323,5637.530609651676,33209.610321,1.0773685
442,2247.56325969531,6912.9629700000005,0.1481015
457,6078.723166191407,37402.23332200001,1.2519825
459,28466.20928837561,21301.421614000003,0.6981185
460,18144.07453566515,22319.753231000002,0.7323780000000001
461,37378.85094547727,21301.421614000003,0.6981185
462,7994.5948226202445,17830.396269,0.581695
463,2693.2543878308597,19654.786909,0.661643
464,20006.092317467475,19958.093752,0.6510499999999999
465,4154.7062759541195,19654.786909,0.661643
468,5815.312279910336,17707.442696,0.5776535
469,44232.1063939833,22855.478473,0.7703945
470,6491.40232938483,21401.013081,0.7085315
473,4407.50047442307,19476.188785,0.6392055
474,20300.470214457804,71587.153452,1.5998555
505,1585.5904376066478,11650.786135999999,0.794041
510,28941.636666613773,21805.175702,0.7238675
512,46302.60087111574,20002.877858,0.6619965
513,3836.3980931755923,17296.967002,0.5781895
514,13667.602467408171,103101.138818,1.3042099999999999
515,18846.49168112502,19615.049746,0.6592905
516,44369.99738276818,95111.71904799998,1.1964815
517,5512.218527464294,17182.675615,0.5740175000000001
520,38577.66773537424,17445.335025,0.5931000000000001
521,27260.16548251478,91205.28586799999,1.1056085
522,5778.38907219806,16967.787238,0.5654425
524,3496.658831270998,17671.240693,0.5995415
525,39321.92680698754,23714.924576,0.821072
526,40193.76590092877,23331.9365,0.7654540000000001
528,9082.898240068651,22070.882560000002,0.7475645
551,35554.73336359444,103206.22380700002,1.524054
552,2900.604852442254,20843.032113,0.6847004999999999
553,23027.29762389196,21779.897915,0.7364580000000001
554,34273.85903814903,113096.75675599999,1.414803
556,53885.219041729506,100573.968352,1.220607
558,21944.28824658806,56140.298366999996,0.8496775
562,2782.85707854467,97850.10824700001,1.568562
564,13452.354959982322,70655.78447,1.1031215
568,52289.040265010524,98153.170308,1.334989
570,56324.14367790196,99903.763991,1.3421195
573,5537.972053848798,102795.82892,1.2188025
574,92498.54529253469,156159.70289099996,1.3987105
575,13123.169109264643,136272.407444,1.2849965
578,29044.779989391405,102795.82892,1.2188025
579,12273.339242033178,66100.126251,0.919661
580,10721.475314605124,94985.384847,1.4397145
589,27515.932929373193,65150.52405000001,1.04375
590,2823.2115656096003,80197.87402300001,1.2668745000000001
605,8186.983015764,39646.406856,0.4237485
610,13573.29883545012,57901.624586000005,1.0545335
611,2725.864941556569,58602.407674,1.0683245
615,32719.565991901025,90329.64682600001,1.5200875
617,18111.385546793357,59192.757356999995,1.079033
619,4909.146234463689,30522.682947,0.2877335
621,39591.44437393516,91920.068848,1.6496054999999998
637,17757.624799884245,99913.177772,1.277294
640,9412.017260212924,87409.727799,1.111746
643,34772.21150266867,101838.098858,1.8307905
651,16276.332980757586,37468.969442,0.417727
653,1640.4631062785143,3237.300353,0.274387
659,486.81551518308106,3237.300353,0.274387
660,3378.809226030336,3237.300353,0.274387
662,714.235864981331,3237.300353,0.274387
663,2407.6812951016655,13779.044239,0.8910224999999999
664,13204.905238382662,16781.068377,1.071786
665,624.454548174833,3194.287963,0.25322
666,2883.7872015565854,3194.287963,0.25322
668,1987.482776290637,3194.287963,0.25322
669,56176.56357811116,93476.641188,1.1384645
671,43045.21814190802,88961.582394,1.4916295
672,59216.102735612614,89823.03112099999,1.5956810000000001
673,51547.75051319474,85218.810312,1.429692
674,45585.98512156798,84379.27023099999,1.50467
675,14551.779322937486,90022.514154,1.5935355
684,5138.911574133109,24242.092876000002,0.38474050000000004
685,15066.289019245429,23589.878153,0.33799
686,9423.35922964675,33572.003483,0.418409
687,8413.286760569483,29349.050140999996,0.4197545
688,26349.950203161,65028.047756,0.853298
689,33750.71284795778,57715.428501,0.8685315
690,17692.76744521146,78571.664647,1.026618
696,18552.461326772016,67567.426721,1.0169715
698,22026.59368560537,77765.98698500001,1.0232215
699,35852.34278522084,64773.763345,0.9854365
700,6591.126789836373,79484.905151,1.207137
702,38478.21877393428,76677.179261,1.1510120000000001
703,42002.313021652706,69400.303728,1.047139
704,21094.939655222268,92349.11811800001,1.201463
705,39264.23092107578,101559.783248,1.5209080000000001
706,25520.299847207127,109872.476438,1.278334
707,36417.01087014593,80715.75365299999,1.213733
708,24495.771859111424,74275.30225899999,1.1195705
711,24483.205724957043,85832.801243,1.3006915000000001
716,47441.87113198822,110398.225721,1.303848
717,25834.65281890235,106606.30782300001,1.6195964999999999
720,16517.03887051172,110586.90442100001,1.6732125
721,25686.173103042063,108707.97721000001,1.711754
722,30025.56352794238,111407.975689,1.862118
725,35487.090265905725,115609.69737000001,1.3973275
726,47532.91629330064,110816.387354,1.3444315
727,29755.20717553275,121922.58625499999,1.316724
728,23790.559209780728,116711.35448600001,1.535389
729,8531.959754876108,90643.06474100001,1.415681
730,23122.321700590477,93673.38977,1.4656959999999999
733,41436.86887471382,88331.40633099999,1.459612
734,24265.730594563232,85868.123395,1.4435085
735,34653.09704948421,86580.36150500001,1.537404
738,30978.49032324152,71574.437862,1.1826265
743,30700.365979906474,93698.946067,1.335434
744,23791.302646485023,83828.865453,1.389154
746,23534.10004754687,93901.646075,1.3417925
748,38130.241424302076,94749.52643999999,1.543347
749,31118.7084552418,110302.70151899998,1.559803
751,45184.65821025974,114145.90933499999,1.5734395
752,92585.87738229423,107497.999933,1.488577
753,72791.74911883926,111803.776138,1.546778
754,37770.949954174444,99480.48618099999,1.4295669999999998
755,2088.698000388632,79141.330721,1.304976
756,49100.830070187876,112510.781307,1.5856379999999999
757,60775.81574848686,93513.483684,1.5263115
758,27837.73436010179,109883.33561,1.5364715
759,48732.4115706397,91357.740879,1.4791634999999999
760,46152.59138100367,107738.042033,1.4902435
762,39400.93103143577,91266.83453699999,1.467229
763,2636.5199036725116,83895.47351299999,1.1734535
764,36663.05475912545,120031.89672599998,1.6995075
768,30016.595725964227,122118.91432299999,1.6832125
769,27323.374492671668,92651.043477,1.466491
770,29839.735701324822,93677.514294,1.4831605
771,45112.79207644733,108061.828412,1.4915105
772,42818.162205946224,90441.480258,1.4395879999999999
773,24596.551973452322,98109.93033,1.3472655
774,25701.294672160642,105250.78595100001,1.4435164999999999
776,56465.03766433875,88054.364999,1.393282
777,47063.95449680921,102158.374496,1.2388105
778,42674.998431402884,77398.816449,1.236698
779,46369.88579075503,103316.256789,1.3047445
782,25692.2015179923,97208.48096100001,1.762241
783,16480.343871738813,100189.94274299999,1.3373095
786,79859.90450749463,116386.70937899999,1.4515485000000001
787,65171.9919666737,110129.680988,1.373405
788,66054.85246225982,116349.88086199999,1.294083
789,25787.42015012283,120848.054287,1.621493
790,2995.5427908294,44110.761752000006,0.9001815
791,29397.750214596963,116343.79537200001,1.19319
792,43723.75490742459,100671.28744900001,1.1135435
797,31882.185586660784,102216.305354,1.134163
799,19986.1511606205,88407.696625,1.105412
800,51810.812064701,101074.348401,1.122747
801,12432.761568668591,77866.332444,1.210393
802,62980.48669796128,126612.139684,1.7075875
803,30428.582368846666,118295.025842,1.598701
804,23961.096314800427,90114.99882200001,1.4060030000000001
805,32735.14463450899,99318.02559199999,1.4771480000000001
806,23755.397963102616,90133.131341,1.322851
807,26257.11675866253,123395.085078,1.4283605
808,34479.31556326557,127240.745758,1.322266
809,40592.238381497,114150.759505,1.45038
810,45101.33652557553,120074.26952700001,1.5231535
811,16882.096862028084,113924.27717699998,1.4470144999999999
813,27016.97886190793,109018.557267,1.5944315
815,45190.1955070709,115368.52030000002,1.3494765
822,12254.760067935043,90692.69758099999,1.3191105
823,11175.30164581025,82719.963625,1.2122525
824,14401.069151967398,87207.327003,1.2809510000000002
834,21627.90462812372,106013.943572,1.233455
835,43864.84857372919,124779.465646,1.2963415
836,53571.76467850796,114911.79663299999,1.3303945
837,33114.21278894541,124332.937049,1.2899065
839,8662.092272710146,93605.786517,1.092591
841,46043.601443799846,101008.030089,1.2855825
842,5392.112478629975,68089.105953,1.007877
843,40735.28205160599,75214.38221899999,1.111451
844,33752.36571167597,67396.088928,1.0139975
845,26535.332696954065,86492.06374599999,1.1212325
851,32101.238616765775,76415.145842,1.128596
852,24028.38626374438,89680.57784499999,1.1456979999999999
853,36572.30851482937,69013.340444,1.0180945000000001
854,31091.142612421416,77008.977724,0.9855484999999999
855,5936.16598336376,31007.971078999995,0.4287985
856,10774.592736935154,34339.033042999996,0.47610949999999996
857,11809.294387683305,35346.057041,0.489909
858,14786.166928963035,27232.215146000002,0.3717935
859,7877.46952850776,28433.898928000002,0.368553
860,3348.324333101517,19328.890273,0.373341
1042,1743.7102288922679,24316.815821,0.7303605
1044,4116.507978422896,37409.876392000006,1.2134814999999999
1173,9063.287817861456,70772.655572,1.253735
1250,39180.67147308766,97761.776432,1.7347234999999999
1545,5521.164135086892,33209.610321,1.0773685
1549,1062.115268396779,10676.778701,0.669689
1580,1363.8400955862965,13826.300378,0.8881705
1768,2728.341583720848,10056.993246,0.3265935
3010,1105.6824196461998,2807.725799,0.235725
3012,564.938047301677,3237.300353,0.274387
3098,3534.42865865616,3913.7839050000002,0.3352705
3115,1338.8638047593467,4331.7850929999995,0.3728905
3122,782.0223848136972,3194.287963,0.25322
3125,13071.868368333617,92778.69282600001,1.2095175
3145,24403.1809203764,77638.015145,1.304258
3192,28231.123257100622,77638.015145,1.7390105
3197,26065.576868725744,79718.070259,1.1967059999999998
3204,13332.423654546392,74951.78578,1.1340665
3205,23434.095270690363,100735.04937299999,1.535992
3206,26708.50764477012,86311.27973000001,1.3268975
3207,20978.752387999695,76086.886338,1.6546690000000002
3212,10917.402973094268,76086.886338,1.6546690000000002
3221,14195.120132616572,95071.462947,1.4133955
3222,22265.41000931231,103070.104014,1.5011715
3223,26711.317890105332,80867.910829,1.1801255
3419,7408.480358445925,23567.841775,0.8099815
3554,10462.301818923832,37888.083882,1.2881150000000001
3968,40192.689337676486,97856.716913,1.2176935
4887,34281.15022187008,102988.767817,1.083505
5127,5857.834690478729,63943.877681000005,1.117034
6664,483.33218000325303,3237.300353,0.274387
6666,1146.179013066585,3913.7839050000002,0.3352705
6852,19470.63473071101,70655.78447,1.1031215
6906,17947.0796720242,89105.360225,1.266248
6921,6826.813785122339,54778.705788,1.200762
6922,12979.112648397386,104864.549268,1.4253655
