OriginSRA,DestinationSRA,flows
1.0,51.0,9.0
1.0,51.0,1.0
1.0,51.0,1.0
1.0,52.0,2.0
1.0,52.0,8.0
1.0,52.0,2.0
1.0,53.0,0.0
1.0,53.0,2.0
1.0,53.0,0.0
1.0,53.0,0.0
1.0,54.0,1.0
1.0,55.0,9.0
1.0,55.0,3.0
1.0,61.0,1.0
1.0,62.0,7.0
1.0,1.0,18183.0
1.0,1.0,6.0
1.0,1.0,129.0
1.0,1.0,16542.0
1.0,2.0,14.0
1.0,2.0,30.0
1.0,2.0,35.0
1.0,2.0,127.0
1.0,2.0,12.0
1.0,2.0,529.0
1.0,3.0,135.0
1.0,3.0,341.0
1.0,3.0,78.0
1.0,4.0,139.0
1.0,4.0,515.0
1.0,4.0,46.0
1.0,5.0,55.0
1.0,5.0,140.0
1.0,5.0,134.0
1.0,5.0,29.0
1.0,5.0,435.0
1.0,5.0,378.0
1.0,6.0,11309.0
1.0,8.0,32.0
1.0,9.0,68.0
1.0,10.0,6151.0
1.0,10.0,36.0
1.0,11.0,52.0
1.0,11.0,480.0
1.0,11.0,32.0
1.0,12.0,16.0
1.0,12.0,543.0
1.0,12.0,59.0
1.0,13.0,32.0
1.0,13.0,8.0
1.0,13.0,129.0
1.0,13.0,17.0
1.0,13.0,766.0
1.0,13.0,16.0
1.0,13.0,11.0
1.0,13.0,12.0
1.0,14.0,66.0
1.0,14.0,10.0
1.0,14.0,33.0
1.0,14.0,26.0
1.0,14.0,186.0
1.0,14.0,5.0
1.0,14.0,10.0
1.0,14.0,6.0
1.0,14.0,6.0
1.0,14.0,34.0
1.0,14.0,32.0
1.0,15.0,0.0
1.0,15.0,9.0
1.0,15.0,16.0
1.0,15.0,209.0
1.0,16.0,27.0
1.0,16.0,11.0
1.0,16.0,5.0
1.0,17.0,1008.0
1.0,18.0,87.0
1.0,19.0,4.0
1.0,20.0,79.0
1.0,20.0,419.0
1.0,20.0,2.0
1.0,20.0,129.0
1.0,20.0,19.0
1.0,21.0,27.0
1.0,21.0,47.0
1.0,21.0,75.0
1.0,21.0,9.0
1.0,21.0,61.0
1.0,21.0,483.0
1.0,21.0,59.0
1.0,21.0,7.0
1.0,22.0,19.0
1.0,22.0,76.0
1.0,22.0,604.0
1.0,22.0,72.0
1.0,22.0,97.0
1.0,23.0,55.0
1.0,23.0,84.0
1.0,23.0,94.0
1.0,24.0,12.0
1.0,26.0,55.0
1.0,26.0,43.0
1.0,27.0,7.0
1.0,27.0,4.0
1.0,30.0,30.0
1.0,31.0,25.0
1.0,31.0,40.0
1.0,31.0,113.0
1.0,31.0,62.0
1.0,31.0,4.0
1.0,32.0,25.0
1.0,32.0,82.0
1.0,33.0,13.0
1.0,33.0,10.0
1.0,33.0,335.0
1.0,33.0,1.0
1.0,33.0,17.0
1.0,34.0,11.0
1.0,34.0,29.0
1.0,34.0,10.0
1.0,34.0,341.0
1.0,34.0,36.0
1.0,34.0,10.0
1.0,34.0,35.0
1.0,34.0,11.0
1.0,35.0,3.0
1.0,35.0,8.0
1.0,35.0,101.0
1.0,35.0,7.0
1.0,35.0,16.0
1.0,36.0,6.0
1.0,36.0,51.0
1.0,36.0,17.0
1.0,36.0,10.0
1.0,36.0,2.0
1.0,37.0,11.0
1.0,37.0,6.0
1.0,37.0,15.0
1.0,37.0,19.0
1.0,37.0,15.0
1.0,38.0,5.0
1.0,38.0,24.0
1.0,38.0,2.0
1.0,38.0,1.0
1.0,39.0,32.0
1.0,40.0,141.0
1.0,40.0,4.0
1.0,41.0,8.0
1.0,41.0,13.0
1.0,41.0,6.0
1.0,41.0,96.0
1.0,41.0,2.0
1.0,41.0,0.0
1.0,42.0,5.0
1.0,42.0,2.0
1.0,42.0,35.0
1.0,43.0,4.0
1.0,43.0,69.0
1.0,44.0,1.0
1.0,45.0,2.0
1.0,46.0,2.0
1.0,46.0,5.0
1.0,46.0,3.0
1.0,48.0,2.0
1.0,49.0,4.0
1.0,50.0,123.0
1.0,50.0,6.0
1.0,50.0,2.0
1.0,50.0,4.0
1.0,50.0,1.0
1.0,50.0,2.0
1.0,51.0,2.0
1.0,51.0,1.0
1.0,51.0,2.0
1.0,51.0,1.0
1.0,51.0,30.0
1.0,51.0,2.0
1.0,51.0,2.0
1.0,51.0,1.0
1.0,52.0,3.0
1.0,52.0,16.0
1.0,52.0,1.0
1.0,52.0,2.0
1.0,53.0,1.0
1.0,53.0,2.0
1.0,53.0,3.0
1.0,53.0,3.0
1.0,53.0,3.0
1.0,53.0,1.0
1.0,54.0,4.0
1.0,54.0,2.0
1.0,55.0,2.0
1.0,55.0,61.0
1.0,55.0,22.0
1.0,60.0,6.0
1.0,60.0,1.0
1.0,60.0,1.0
1.0,60.0,1.0
1.0,61.0,9.0
1.0,61.0,2.0
1.0,62.0,23.0
1.0,63.0,4.0
2.0,1.0,232.0
2.0,1.0,1.0
2.0,1.0,14.0
2.0,1.0,10.0
2.0,2.0,879.0
2.0,2.0,416.0
2.0,2.0,257.0
2.0,2.0,72.0
2.0,2.0,608.0
2.0,2.0,1827.0
2.0,3.0,1.0
2.0,3.0,25.0
2.0,3.0,23.0
2.0,4.0,6.0
2.0,4.0,22.0
2.0,4.0,1.0
2.0,5.0,6.0
2.0,5.0,7.0
2.0,5.0,1.0
2.0,5.0,17.0
2.0,5.0,10.0
2.0,6.0,51.0
2.0,9.0,1.0
2.0,10.0,201.0
2.0,10.0,6.0
2.0,11.0,6.0
2.0,11.0,118.0
2.0,11.0,1.0
2.0,12.0,4.0
2.0,12.0,40.0
2.0,12.0,2.0
2.0,13.0,1.0
2.0,13.0,1.0
2.0,13.0,6.0
2.0,13.0,2.0
2.0,13.0,34.0
2.0,13.0,0.0
2.0,13.0,2.0
2.0,14.0,3.0
2.0,14.0,1.0
2.0,14.0,1.0
2.0,14.0,1.0
2.0,14.0,8.0
2.0,14.0,2.0
2.0,14.0,1.0
2.0,15.0,2.0
2.0,15.0,2.0
2.0,15.0,10.0
2.0,16.0,2.0
2.0,16.0,1.0
2.0,16.0,1.0
2.0,17.0,32.0
2.0,18.0,4.0
2.0,20.0,3.0
2.0,20.0,20.0
2.0,20.0,7.0
2.0,21.0,0.0
2.0,21.0,2.0
2.0,21.0,3.0
2.0,21.0,1.0
2.0,21.0,3.0
2.0,21.0,37.0
2.0,21.0,3.0
2.0,22.0,3.0
2.0,22.0,6.0
2.0,22.0,31.0
2.0,22.0,1.0
2.0,22.0,4.0
2.0,23.0,2.0
2.0,23.0,0.0
2.0,23.0,6.0
2.0,26.0,1.0
2.0,26.0,4.0
2.0,30.0,3.0
2.0,31.0,4.0
2.0,31.0,5.0
2.0,31.0,5.0
2.0,31.0,0.0
2.0,32.0,2.0
2.0,32.0,4.0
2.0,33.0,13.0
2.0,33.0,2.0
2.0,34.0,1.0
2.0,34.0,14.0
2.0,34.0,1.0
2.0,35.0,3.0
2.0,35.0,1.0
2.0,36.0,2.0
2.0,36.0,0.0
2.0,36.0,2.0
2.0,37.0,0.0
2.0,37.0,2.0
2.0,38.0,1.0
2.0,39.0,3.0
2.0,40.0,8.0
2.0,41.0,1.0
2.0,41.0,1.0
2.0,41.0,10.0
2.0,42.0,1.0
2.0,42.0,5.0
2.0,43.0,8.0
2.0,44.0,1.0
2.0,46.0,0.0
2.0,50.0,8.0
2.0,50.0,1.0
2.0,51.0,1.0
2.0,51.0,5.0
2.0,52.0,1.0
2.0,52.0,1.0
2.0,53.0,1.0
2.0,53.0,1.0
2.0,55.0,1.0
2.0,55.0,3.0
2.0,55.0,0.0
2.0,62.0,1.0
2.0,63.0,0.0
2.0,1.0,967.0
2.0,1.0,3.0
2.0,1.0,59.0
2.0,1.0,29.0
2.0,2.0,423.0
2.0,2.0,2336.0
2.0,2.0,250.0
2.0,2.0,299.0
2.0,2.0,402.0
2.0,2.0,4775.0
2.0,3.0,9.0
2.0,3.0,64.0
2.0,3.0,120.0
2.0,4.0,15.0
2.0,4.0,65.0
2.0,4.0,16.0
2.0,5.0,7.0
2.0,5.0,21.0
2.0,5.0,19.0
2.0,5.0,6.0
2.0,5.0,56.0
2.0,5.0,17.0
2.0,6.0,135.0
2.0,9.0,6.0
2.0,10.0,728.0
2.0,10.0,20.0
2.0,11.0,28.0
2.0,11.0,329.0
2.0,11.0,3.0
2.0,12.0,16.0
2.0,12.0,138.0
2.0,12.0,3.0
2.0,13.0,4.0
2.0,13.0,1.0
2.0,13.0,18.0
2.0,13.0,4.0
2.0,13.0,110.0
2.0,13.0,0.0
2.0,13.0,1.0
2.0,14.0,6.0
2.0,14.0,3.0
2.0,14.0,2.0
2.0,14.0,4.0
2.0,14.0,29.0
2.0,14.0,3.0
2.0,14.0,4.0
2.0,14.0,6.0
2.0,15.0,2.0
2.0,15.0,1.0
2.0,15.0,28.0
2.0,16.0,2.0
2.0,16.0,3.0
2.0,16.0,1.0
2.0,17.0,80.0
2.0,18.0,8.0
2.0,19.0,1.0
2.0,20.0,11.0
2.0,20.0,48.0
2.0,20.0,1.0
2.0,20.0,15.0
2.0,20.0,4.0
2.0,21.0,6.0
2.0,21.0,5.0
2.0,21.0,11.0
2.0,21.0,1.0
2.0,21.0,5.0
2.0,21.0,79.0
2.0,21.0,13.0
2.0,21.0,1.0
2.0,22.0,2.0
2.0,22.0,12.0
2.0,22.0,98.0
2.0,22.0,12.0
2.0,22.0,7.0
2.0,23.0,4.0
2.0,23.0,6.0
2.0,23.0,12.0
2.0,24.0,1.0
2.0,26.0,16.0
2.0,26.0,12.0
2.0,27.0,2.0
2.0,30.0,9.0
2.0,31.0,6.0
2.0,31.0,6.0
2.0,31.0,15.0
2.0,31.0,16.0
2.0,31.0,1.0
2.0,32.0,4.0
2.0,32.0,9.0
2.0,33.0,2.0
2.0,33.0,34.0
2.0,33.0,1.0
2.0,34.0,5.0
2.0,34.0,3.0
2.0,34.0,49.0
2.0,34.0,8.0
2.0,34.0,4.0
2.0,34.0,2.0
2.0,35.0,3.0
2.0,35.0,5.0
2.0,35.0,17.0
2.0,35.0,2.0
2.0,35.0,3.0
2.0,36.0,1.0
2.0,36.0,11.0
2.0,36.0,5.0
2.0,36.0,3.0
2.0,36.0,1.0
2.0,37.0,1.0
2.0,37.0,3.0
2.0,37.0,1.0
2.0,37.0,4.0
2.0,37.0,6.0
2.0,38.0,5.0
2.0,38.0,1.0
2.0,39.0,4.0
2.0,40.0,30.0
2.0,40.0,1.0
2.0,41.0,1.0
2.0,41.0,2.0
2.0,41.0,2.0
2.0,41.0,20.0
2.0,41.0,1.0
2.0,42.0,1.0
2.0,42.0,0.0
2.0,42.0,9.0
2.0,43.0,11.0
2.0,44.0,0.0
2.0,45.0,3.0
2.0,46.0,1.0
2.0,46.0,1.0
2.0,50.0,25.0
2.0,50.0,2.0
2.0,50.0,1.0
2.0,50.0,1.0
2.0,51.0,1.0
2.0,51.0,10.0
2.0,51.0,2.0
2.0,51.0,1.0
2.0,52.0,2.0
2.0,52.0,1.0
2.0,52.0,0.0
2.0,53.0,2.0
2.0,53.0,0.0
2.0,54.0,1.0
2.0,54.0,1.0
2.0,55.0,5.0
2.0,55.0,4.0
2.0,57.0,2.0
2.0,60.0,0.0
2.0,61.0,3.0
2.0,61.0,1.0
2.0,62.0,3.0
2.0,1.0,1170.0
2.0,1.0,2.0
2.0,1.0,16.0
2.0,1.0,34.0
2.0,2.0,255.0
2.0,2.0,228.0
2.0,2.0,1019.0
2.0,2.0,238.0
2.0,2.0,481.0
2.0,2.0,2092.0
2.0,3.0,9.0
2.0,3.0,286.0
2.0,3.0,84.0
2.0,4.0,36.0
2.0,4.0,95.0
2.0,4.0,15.0
2.0,5.0,15.0
2.0,5.0,14.0
2.0,5.0,24.0
2.0,5.0,4.0
2.0,5.0,76.0
2.0,5.0,20.0
2.0,6.0,218.0
2.0,8.0,1.0
2.0,9.0,9.0
2.0,10.0,766.0
2.0,10.0,21.0
2.0,11.0,33.0
2.0,11.0,450.0
2.0,11.0,4.0
2.0,12.0,10.0
2.0,12.0,209.0
2.0,12.0,4.0
2.0,13.0,4.0
2.0,13.0,3.0
2.0,13.0,24.0
2.0,13.0,4.0
2.0,13.0,132.0
2.0,13.0,2.0
2.0,13.0,3.0
2.0,13.0,3.0
2.0,14.0,20.0
2.0,14.0,1.0
2.0,14.0,1.0
2.0,14.0,7.0
2.0,14.0,49.0
2.0,14.0,3.0
2.0,14.0,1.0
2.0,14.0,4.0
2.0,14.0,4.0
2.0,14.0,4.0
2.0,15.0,1.0
2.0,15.0,2.0
2.0,15.0,6.0
2.0,15.0,28.0
2.0,16.0,20.0
2.0,16.0,6.0
2.0,16.0,1.0
2.0,17.0,131.0
2.0,18.0,15.0
2.0,20.0,16.0
2.0,20.0,49.0
2.0,20.0,1.0
2.0,20.0,24.0
2.0,20.0,4.0
2.0,21.0,3.0
2.0,21.0,11.0
2.0,21.0,10.0
2.0,21.0,1.0
2.0,21.0,2.0
2.0,21.0,95.0
2.0,21.0,10.0
2.0,21.0,1.0
2.0,22.0,1.0
2.0,22.0,11.0
2.0,22.0,99.0
2.0,22.0,10.0
2.0,22.0,13.0
2.0,23.0,9.0
2.0,23.0,2.0
2.0,23.0,40.0
2.0,26.0,12.0
2.0,26.0,7.0
2.0,27.0,1.0
2.0,28.0,1.0
2.0,30.0,9.0
2.0,31.0,7.0
2.0,31.0,5.0
2.0,31.0,18.0
2.0,31.0,11.0
2.0,32.0,3.0
2.0,32.0,27.0
2.0,33.0,44.0
2.0,33.0,4.0
2.0,34.0,2.0
2.0,34.0,3.0
2.0,34.0,3.0
2.0,34.0,48.0
2.0,34.0,2.0
2.0,34.0,1.0
2.0,34.0,6.0
2.0,34.0,2.0
2.0,35.0,1.0
2.0,35.0,1.0
2.0,35.0,26.0
2.0,35.0,6.0
2.0,36.0,19.0
2.0,36.0,3.0
2.0,36.0,2.0
2.0,36.0,1.0
2.0,37.0,2.0
2.0,37.0,1.0
2.0,37.0,3.0
2.0,37.0,3.0
2.0,38.0,1.0
2.0,38.0,0.0
2.0,39.0,6.0
2.0,40.0,41.0
2.0,40.0,4.0
2.0,41.0,1.0
2.0,41.0,7.0
2.0,41.0,1.0
2.0,41.0,25.0
2.0,41.0,1.0
2.0,41.0,1.0
2.0,42.0,1.0
2.0,42.0,11.0
2.0,43.0,5.0
2.0,46.0,2.0
2.0,46.0,0.0
2.0,49.0,5.0
2.0,50.0,30.0
2.0,50.0,2.0
2.0,50.0,2.0
2.0,50.0,0.0
2.0,51.0,10.0
2.0,51.0,1.0
2.0,52.0,1.0
2.0,52.0,7.0
2.0,53.0,1.0
2.0,53.0,1.0
2.0,55.0,7.0
2.0,55.0,0.0
2.0,60.0,1.0
2.0,62.0,2.0
2.0,63.0,1.0
2.0,1.0,4563.0
2.0,1.0,4.0
2.0,1.0,102.0
2.0,1.0,122.0
2.0,2.0,70.0
2.0,2.0,340.0
2.0,2.0,205.0
2.0,2.0,1115.0
2.0,2.0,124.0
2.0,2.0,1721.0
2.0,3.0,28.0
2.0,3.0,340.0
2.0,3.0,124.0
2.0,4.0,57.0
2.0,4.0,259.0
2.0,4.0,39.0
2.0,5.0,38.0
2.0,5.0,72.0
2.0,5.0,73.0
2.0,5.0,16.0
2.0,5.0,268.0
2.0,5.0,71.0
2.0,6.0,652.0
2.0,9.0,26.0
2.0,10.0,1657.0
2.0,10.0,49.0
2.0,11.0,77.0
2.0,11.0,1199.0
2.0,11.0,29.0
2.0,12.0,118.0
2.0,12.0,471.0
2.0,12.0,10.0
2.0,13.0,23.0
2.0,13.0,10.0
2.0,13.0,74.0
2.0,13.0,22.0
2.0,13.0,655.0
2.0,13.0,34.0
2.0,13.0,10.0
2.0,13.0,14.0
2.0,14.0,50.0
2.0,14.0,15.0
2.0,14.0,5.0
2.0,14.0,16.0
2.0,14.0,368.0
2.0,14.0,4.0
2.0,14.0,109.0
2.0,14.0,21.0
2.0,14.0,12.0
2.0,14.0,21.0
2.0,14.0,23.0
2.0,15.0,9.0
2.0,15.0,15.0
2.0,15.0,24.0
2.0,15.0,202.0
2.0,16.0,15.0
2.0,16.0,8.0
2.0,16.0,9.0
2.0,17.0,338.0
2.0,18.0,45.0
2.0,19.0,2.0
2.0,20.0,32.0
2.0,20.0,302.0
2.0,20.0,1.0
2.0,20.0,117.0
2.0,20.0,22.0
2.0,21.0,22.0
2.0,21.0,54.0
2.0,21.0,64.0
2.0,21.0,6.0
2.0,21.0,1.0
2.0,21.0,22.0
2.0,21.0,442.0
2.0,21.0,33.0
2.0,21.0,5.0
2.0,22.0,17.0
2.0,22.0,71.0
2.0,22.0,464.0
2.0,22.0,49.0
2.0,22.0,63.0
2.0,23.0,33.0
2.0,23.0,42.0
2.0,23.0,130.0
2.0,24.0,1.0
2.0,26.0,45.0
2.0,26.0,39.0
2.0,27.0,5.0
2.0,27.0,6.0
2.0,28.0,1.0
2.0,29.0,1.0
2.0,30.0,64.0
2.0,31.0,41.0
2.0,31.0,36.0
2.0,31.0,119.0
2.0,31.0,47.0
2.0,31.0,4.0
2.0,32.0,30.0
2.0,32.0,54.0
2.0,33.0,17.0
2.0,33.0,13.0
2.0,33.0,205.0
2.0,33.0,4.0
2.0,33.0,14.0
2.0,34.0,5.0
2.0,34.0,22.0
2.0,34.0,13.0
2.0,34.0,321.0
