ID,vmt_total,flow_total,voc
58,3405.3504194119814,11432.184143,0.7065195
59,29193.38011555608,95668.90722200001,1.518791
323,4099.5368052698395,24149.58414,0.7937375
442,1934.103950433656,5948.837672,0.1279445
457,5254.647794437575,32331.717938000005,1.0920685
459,26254.97717293906,19639.108546000003,0.6458934999999999
460,15406.445614567752,18938.511757999997,0.6217735000000001
461,34475.29203422781,19639.108546000003,0.6458934999999999
462,7492.323056915305,16709.516641,0.548389
463,2510.9757649003295,18317.904104,0.6173775
464,19125.4498190786,19075.237049000003,0.617591
465,3873.5170418128596,18317.904104,0.6173775
468,5496.32566098756,16735.562534999997,0.5454640000000001
469,40654.13901893467,21000.914625999998,0.7074215
470,5990.055028875449,19742.652429,0.6547145
473,4138.924201503408,18289.384104,0.5993825
474,18653.762843977467,65780.23903200001,1.4673335
505,1584.184281453074,11640.453818,0.7913519999999999
510,25735.855482422652,19381.981914,0.646207
512,44372.93904983804,19165.160867,0.629216
513,4105.486443249431,18510.191541999997,0.617375
514,14157.481950400948,106796.52963,1.321048
515,19766.306247390614,20575.780891000002,0.6884395
516,44650.29018643717,95712.555919,1.181956
517,5861.332004424301,18271.501397,0.609703
520,43099.60313091797,19501.326537,0.6530265000000001
521,27836.442301297502,93133.35530800001,1.109955
522,6488.11646711311,19052.951603,0.6283375
524,4014.2398180689224,20300.998218,0.6744829999999999
525,40865.10299392964,24649.329448,0.8307885
526,33654.08518502705,19521.102529999996,0.639425
528,9592.599622607817,23314.745339,0.779739
551,29120.778720015514,84518.024284,1.257311
552,2656.1822332301317,19078.388011000003,0.6308975
553,24433.552642506835,23115.764773000003,0.770976
554,34631.972274190666,114278.457524,1.4056305
556,53964.41734069655,100721.787872,1.2057575
558,21365.62179342384,54659.890027,0.8246105
562,2808.3187970654303,98745.38667600001,1.569742
564,11839.052434132233,62174.226816999995,0.9703035
568,52624.47362217866,98782.821326,1.326303
570,57459.825473436365,101918.155665,1.35333
573,4495.042933065054,83424.211832,0.988304
574,90684.7521836438,153097.585621,1.3523910000000001
575,13088.328394838796,135910.617697,1.261054
578,23574.971445189545,83424.211832,0.988304
579,9917.633116429777,53413.075951,0.748325
580,9893.405976029626,87649.222379,1.340178
589,27620.38274123377,65397.833854000004,1.026192
590,2856.4396379904,81141.853352,1.2600835
605,7798.684142263,37766.024902,0.411004
610,13599.79170813648,58014.639144,1.056804
611,2725.864943323911,58602.407712,1.0683245
615,34201.356555252605,94420.459592,1.5505845
617,18139.090704324917,59283.305077,1.080824
619,4896.8811041832205,30446.424334,0.287004
621,41100.03155034692,95422.57903200001,1.6893865000000001
637,14242.881892347625,80137.100375,1.0504905
640,6837.160531259512,63496.944856,0.82539
643,35451.968349935465,103828.916871,1.8489085
651,16276.332987273512,37468.969457,0.417727
653,874.7513154273739,1726.239823,0.1553615
659,259.586765863271,1726.239823,0.1553615
660,1801.6972181429758,1726.239823,0.1553615
662,380.85511342902095,1726.239823,0.1553615
663,2394.04676306598,13701.014468,0.868532
664,13569.372881806601,17244.241443,1.0743915000000002
665,374.4268956881509,1915.3152609999997,0.1395445
666,1729.1370410544948,1915.3152609999997,0.1395445
668,1191.7072400789386,1915.3152609999997,0.1395445
669,56606.65563321205,94192.305482,1.131686
671,42761.27325309472,88374.753294,1.4561359999999999
672,58199.182614658326,88280.497191,1.5595955000000001
673,51147.27925946112,84556.750698,1.3942225
674,45347.51288443791,83937.860151,1.490924
675,13873.206567517836,85824.620266,1.522999
684,4779.880720115934,22548.415298,0.3672085
685,11916.910209479689,18658.772538,0.2724025
686,8234.360467152788,29336.033100999997,0.366591
687,7218.744893395463,25181.990327999996,0.36033499999999996
