ID,vmt_total,flow_total,voc
58,3638.8946064092747,12216.220974,0.748202
59,29779.232741655953,97588.91084699999,1.551363
323,4563.517718547647,26882.806608,0.883133
442,1982.4316812514978,6097.482126,0.1322245
457,5743.553004748461,35339.939607,1.1842945
459,30903.20674190028,23133.455747999997,0.7440995
460,18298.133064947677,22510.030695,0.7253765
461,40578.8613032668,23133.455747999997,0.7440995
462,8890.34697716186,19829.374531999998,0.6328699999999999
463,2971.3924452011797,21694.729829,0.712521
464,21605.608699025535,21561.631807,0.6934715
465,4583.77155020356,21694.729829,0.712521
468,6555.627884226792,19963.017087,0.6369045
469,47569.342565070365,24585.264383,0.8143225
470,7064.691238710236,23297.342768000002,0.7572725
473,4826.058780293112,21325.745156,0.6870775
474,19676.773854277515,69387.763656,1.54049
505,1794.136127716129,13183.162453000003,0.8913755
510,30685.36680816705,23123.230742000003,0.75472
512,50734.32383356009,21926.805452,0.712966
513,4637.83952079216,20910.38396,0.687445
514,14453.9477221039,109032.91006,1.34916
515,22501.236304946764,23432.370232,0.7718895
516,46751.56054522874,100216.848184,1.2288745
517,6777.012902454744,21127.354968,0.693084
520,46611.961007201375,21098.292736,0.7040019999999999
521,28546.94141209271,95510.496949,1.1340345
522,7009.23721155017,20583.993541000003,0.6750215
524,4291.651512759678,21710.488733000002,0.7197485
525,44079.73427976031,26595.813045,0.896735
526,39899.994965639016,23160.748898,0.7462135
528,10375.42820552074,25225.141053000003,0.8405135
551,31499.986541837687,91428.72119500002,1.3559275
552,3155.914089838365,22686.273714,0.7313205
553,26367.15471239293,24952.583050999998,0.8295210000000001
554,35941.41307533987,118599.345569,1.4515675
556,56134.37369998372,104771.89894300001,1.2479095
558,22222.986453979618,56853.29485800001,0.8551185
562,2901.3664222317498,102017.103454,1.6174765
564,12589.714047324806,66120.653261,1.030988
568,54640.562761367066,102567.27672299999,1.3725655
570,59509.86183583178,105554.36450099999,1.3947
573,4930.226577154674,91507.417822,1.0807225
574,93307.59808744639,157525.57782099998,1.3926275000000001
575,13282.354787744845,137925.408747,1.281772
578,25857.361654937926,91507.417822,1.0807225
579,10627.82820264748,57237.95066,0.7967515
580,10466.2320845145,92724.093772,1.410208
589,28675.227301666288,67895.429559,1.064006
590,2921.3684831936002,82986.422818,1.28646
605,7571.504262745501,36665.880207,0.3968735
610,13582.48473247566,57940.81022299999,1.0551385
611,2725.864940068281,58602.407642,1.0683245
615,34831.09769206704,96159.00021,1.574127
617,18122.880449995693,59230.325715,1.079736
619,4870.433471184681,30281.985819000005,0.285674
621,41792.545791381526,97030.40005799998,1.716604
637,15693.140910345073,88297.138062,1.142771
640,7735.8233024213,71842.8569,0.9283045
643,36747.63826037543,107623.572279,1.9065145
651,16276.332987273512,37468.969457,0.417727
653,964.5995591469599,1903.5469199999998,0.171319
659,286.24967518884,1903.5469199999998,0.171319
660,1986.7547629670398,1903.5469199999998,0.171319
662,419.97384631883995,1903.5469199999998,0.171319
663,2564.625943233585,14677.230910999999,0.924924
664,14328.318127325516,18208.724855,1.1339315
665,406.261791991082,2078.161102,0.151409
666,1876.1534520800901,2078.161102,0.151409
668,1293.029759503298,2078.161102,0.151409
669,58689.64660708573,97658.35942799998,1.164487
671,44511.073698271844,91991.067096,1.5112005000000002
672,60599.999265401086,91922.21994499999,1.6198995
673,53157.56129413799,87880.15165500001,1.4453799999999999
674,46682.62809210453,86409.14703,1.530521
675,14385.553086760405,88994.179174,1.5741874999999999
684,4487.407631715426,21168.714622,0.3414465
685,12606.460902996336,19738.429036,0.2867755
686,8626.037641498733,30731.436496000002,0.38327100000000003
687,7668.308470036785,26750.255422,0.38286950000000003
688,23672.236459862703,58419.819056,0.7691525
689,29412.02714901493,50296.056194,0.759248
690,14910.562232103961,66216.192522,0.882151
696,16526.708485082923,60189.704473000005,0.9203965000000001
698,19373.594822624225,68399.442253,0.908945
699,32724.45826341584,59122.672341,0.9048095
700,5976.031917736298,72067.242113,1.10367
702,35361.833187377226,70467.025468,1.06938
703,38900.7256197041,64275.559583,0.9802095000000001
704,18869.161008829033,82605.136932,1.0930565
